,sector_y,period,company,ticker,gross_margin,operating_margin,net_margin,roe,roa,fcf_net_income,current_ratio,liab_equity,debt_assets,pay_out_ratio,net_debt_ebitda,net_interest_ebitda,net_debt_equity,asset_turn_over,free_cash_flow,fcf_dividends,debt_to_fcf,fcf_revenues,interest_coverage_fcf,sg_a_ratio,op_expense_ratio,r_and_d_ratio,cash_ratio,wk_turnover,ebitda_margin,ebit_margin,pre_tax_margin,tax_to_revenues,target
790,consumer_staples,2016-09-30,WAL MART STORES INC,WMT,0.253,0.049,0.031,0.193,0.076,1.344,0.841,1.555,0.252,0.4356984478935698,1.2769767931854439,0.00662191855040183,0.5456030247691556,2.431785813140082,19397,0.32417384131566734,2.1871938959632935,0.04014213340838728,0.011341960096922205,0.0005939471200807933,0.0006456846740947997,0.0,0.10809311061153638,-0.02314738166586646,0.06875507028029337,0.04904720120527806,0.0006787967086637638,0.0001966027052532243,7
791,consumer_staples,2016-09-30,"Walgreens Boots Alliance, Inc.",WBA,0.256,0.048,0.028999999999999998,0.113,0.051,1.666,1.252,1.219,0.21100000000000002,0.45397862232779096,1.429158110882957,0.025735797399041752,0.34894214378822824,1.755426677713339,5611,0.27250044555337727,1.8606309035822493,0.048149038048981414,0.03350561397255391,0.0007036573017316835,0.004925601112121784,0.0,0.22037856440511308,0.03523435220622308,0.06268556816036522,0.04775430346508315,0.0019221857998524036,0.00011155542588429128,7
792,consumer_discretionary,2016-09-30,WALT DISNEY CO/,DIS,0.46,0.258,0.175,0.198,0.106,0.591,0.945,0.87,0.21,0.33733480176211456,0.8925125198485404,0.0,0.3032076019751857,0.6027230057367318,5366,0.5708162504658963,2.7234439060752886,0.09878861519201738,0.0,0.0,0.0,0.0,0.22882528197488827,-0.018925586361795352,0.3014470341323318,0.2578334990242645,0.0,0.0,3
793,industrials,2016-09-30,Waste Management Inc.,WM,0.365,0.165,0.057999999999999996,0.14,0.037000000000000005,1.972,0.934,2.795,0.43799999999999994,0.9229747675962815,2.6247416592855033,0.6507233540005904,1.6564188559716788,0.6363725634604999,1485,0.468013468013468,5.986531986531986,0.11457449270889591,1.4841750841750843,7.5968675256538845,7.5968675256538845,0.0,0.015537848605577689,-0.012730499189877325,0.26132242882493634,0.16526502584677108,1.6585140035491088,0.5001928863513618,0
794,health_care,2016-09-30,Waters Corporation,WAT,0.585,0.276,0.22699999999999998,0.222,0.107,0.8590000000000001,6.318,1.078,0.39399999999999996,0.0,-1.280130293159609,1.1140065146579805,-0.37392959086584204,0.4709249084249084,401,0.0,-1.9600997506234414,0.19494409333981527,1.7057356608478802,11.811375789985416,11.811375789985416,0.05785123966942149,4.780534351145038,1.3548857559552747,0.298492950899368,0.27613028682547397,2.025765678172095,0.3947496353913466,1
795,information_tech,2016-09-30,WESTERN DIGITAL CORP,WDC,0.285,0.107,0.085,0.11900000000000001,0.07400000000000001,1.446,2.758,0.618,0.145,0.3866432337434095,-1.4710676446617768,0.027709861450692746,-0.37773359840954274,0.8675804991594466,1646,0.267314702308627,-2.193195625759417,0.12267103890296617,0.041312272174969626,0.07899836041138769,0.08384259949321807,0.11603815769861381,1.8058551617873653,0.4250260843642868,0.18288865702787302,0.10664778655537338,0.021463705470263824,0.006856461469667611,2
796,information_tech,2016-09-30,Western Union Co,WU,0.41700000000000004,0.20199999999999999,0.153,0.596,0.08900000000000001,1.1320000000000001,0.289,5.726,0.34,0.37828162291169454,1.3768115942028984,0.0,1.3523131672597866,0.5803788760715419,949,0.3340358271865121,2.0021074815595363,0.17304886943836614,0.0,0.03264040846097739,0.03264040846097739,0.0,0.28884986830553117,-0.5908096280087527,0.25164113785557984,0.20222465353756383,0.001276440554339898,0.0009117432530999271,2
797,energy,2016-09-30,WILLIAMS COMPANIES INC,WMB,0.758,0.191,-0.17800000000000002,-0.081,-0.027000000000000003,-0.18600000000000003,0.612,2.021,0.5,-3.2154115586690017,7.754213036565978,0.09697933227344992,1.5030508474576272,0.15014279885760914,106,17.32075471698113,230.06603773584905,0.014402173913043478,2.8773584905660377,0.04769021739130435,0.0610054347826087,0.0,0.040048057669203045,-0.13179347826086957,0.4273097826086957,0.19116847826086958,0.04796195652173913,-0.007880434782608695,8
798,utilities,2016-09-30,Wisconsin Energy Corporation,WEC,0.622,0.21100000000000002,0.10800000000000001,0.07400000000000001,0.022000000000000002,0.242,0.815,2.38,0.354,0.7120500782472613,5.6308615049073065,0.07742639040348964,1.189061600460564,0.20187361607903254,155,2.935483870967742,66.6258064516129,0.026155923050961864,0.9161290322580645,0.38862639217009787,0.538643266959163,0.0,0.01845699520118125,-0.08471144110698617,0.30948363145460683,0.21110361120485993,0.05737428282146473,-0.005568680391495107,4
799,consumer_discretionary,2016-09-30,WYNDHAM WORLDWIDE CORP,WYN,0.521,0.19399999999999998,0.126,0.642,0.064,0.74,0.8909999999999999,9.064,0.54,0.3300653594771242,4.41409691629956,0.001762114537444934,5.257082896117524,0.5086018142008133,453,0.445916114790287,11.059602649006623,0.0928659286592866,0.004415011037527594,0.044075440754407544,0.04879048790487905,0.0,0.08737864077669903,-0.043870438704387046,0.23267732677326775,0.1943419434194342,0.007790077900779008,0.0026650266502665026,3
800,consumer_discretionary,2016-09-30,Wynn Resorts Ltd,WYNN,0.382,0.159,0.10099999999999999,4.957,0.038,-1.893,2.6839999999999997,130.545,0.884,0.6444444444444445,7.497894736842105,0.0,87.93827160493827,0.37390814313891235,-596,-0.34060402684563756,-11.951342281879194,-0.14971112785732227,-0.0,0.0,0.00025119316754584274,0.0,2.35427394438723,0.41044963576990706,0.2386335091685506,0.1587540818889726,-0.001004772670183371,0.0,3
801,utilities,2016-09-30,Xcel Energy Inc,XEL,0.573,0.193,0.08900000000000001,0.09300000000000001,0.025,-0.88,0.6829999999999999,2.662,0.358,0.616869918699187,4.222799511002445,0.05715158924205379,1.3033676068295443,0.28397001622833,-866,-0.7009237875288684,-15.954965357967668,-0.07855587808417996,-0.21593533487297922,0.019049346879535557,0.09905660377358491,0.0,0.02094627895515032,-0.11683599419448476,0.29680696661828737,0.19312409288824384,0.00181422351233672,0.0021770682148040637,4
802,information_tech,2016-09-30,Xerox Corp.,XRX,0.41100000000000003,0.094,0.043,0.052000000000000005,0.019,1.329,1.272,1.6980000000000002,0.285,0.6877637130801688,3.621184919210054,0.06822262118491922,0.6392351574054511,0.4488861046944129,630,0.5174603174603175,9.604761904761904,0.054949847361535104,0.18095238095238095,0.12280854775403402,0.13911905800261665,0.044570431748800696,0.23372668443090977,0.12481465329262974,0.14574792847797646,0.09428696031399912,0.07300479720889665,0.024858264282599216,2
803,information_tech,2016-09-30,XILINX INC,XLNX,0.695,0.306,0.263,0.23,0.122,1.161,4.0280000000000005,0.884,0.321,0.5406301824212272,-2.485639686684073,0.3381201044386423,-0.7253333333333334,0.46320258794985847,700,0.4657142857142857,-2.72,0.30554343081623747,0.37,0.2007856831078132,0.3876036665211698,0.2422522915757311,3.496993987975952,1.3186381492797905,0.33435181143605414,0.30597992143168923,0.1789611523352248,0.003491924923614142,2
804,industrials,2016-09-30,Xylem Inc.,XYL,0.384,0.125,0.09300000000000001,0.163,0.073,1.244,2.436,1.235,0.27399999999999997,0.3,1.010204081632653,0.22108843537414966,0.28502879078694815,0.7844105647412497,423,0.24113475177304963,1.4042553191489362,0.11579523679167807,0.3073286052009456,0.7842868874897345,0.9939775526964139,0.026006022447303587,0.8262454434993924,0.3235696687653983,0.1609635915685738,0.12455516014234876,0.25294278675061593,0.05283328770873255,0
805,consumer_discretionary,2016-09-30,YUM BRANDS INC,YUM,0.29100000000000004,0.158,0.102,6.138,0.162,1.055,0.42200000000000004,36.885,0.588,0.5627836611195158,1.416061046511628,0.0,17.95852534562212,1.5937233913149251,1395,0.5333333333333333,2.793548387096774,0.10647229430621279,0.0,0.1437948404823691,0.2205770111433369,0.0,0.20094664371772805,-0.2049305449549687,0.21004426805067927,0.15806747061517326,0.03411692871317356,0.00976950083956648,3
806,health_care,2016-09-30,Zoetis,ZTS,0.635,0.225,0.071,0.311,0.043,1.867,2.151,6.252999999999999,0.615,0.49557522123893805,2.9267139479905437,0.0,3.4042163153070577,0.602173638316694,633,0.26540284360189575,5.867298578199052,0.13284365162644282,0.0,0.03777544596012592,0.05267576075550892,0.0763903462749213,0.6479505895564289,0.43001049317943335,0.2663168940188877,0.22455403987408185,-0.019097586568730326,0.0002098635886673662,1
807,industrials,2015-09-30,3M,MMM,0.49200000000000005,0.23199999999999998,0.162,0.408,0.15,0.862,1.651,1.7209999999999999,0.33799999999999997,0.497989545637314,1.117584745762712,0.012947269303201506,0.7767506544502618,0.9229358349870708,4288,0.5776585820895522,2.2143190298507465,0.1396970190584786,0.025652985074626867,0.2032252809903893,0.26075908128359665,0.057533800293207364,0.25,0.14907965466688386,0.27678775044795567,0.23156865939078025,0.22798501384590325,0.06571102785469947,0
808,health_care,2015-09-30,ABBOTT LABORATORIES,ABT,0.557,0.14,0.20600000000000002,0.191,0.098,0.615,2.171,0.96,0.207,0.3244465603427755,-0.21672394043528065,0.015807560137457044,-0.043023467345824996,0.47311753103608306,2584,0.5274767801857585,-0.36609907120743035,0.12673500416891462,0.026702786377708978,0.32600912256608955,0.4178723821668547,0.06322036392172249,1.0698457527699325,0.5286674187061651,0.21408602677914562,0.13948697827259796,0.13880033351316887,0.03943302761292854,1
809,health_care,2015-09-30,AbbVie Inc.,ABBV,0.8059999999999999,0.254,0.099,0.379,0.039,2.035,1.499,8.785,0.578,1.4160268714011517,3.7739963654386255,0.09036841235750867,4.150436046511628,0.3896759818029895,4241,0.6958264560245225,5.386465456260316,0.2020871056895073,0.12897901438340015,0.3865434098923092,0.5525111979414848,0.16596778804917564,0.7353881684135726,0.26774992852377777,0.2884303821595349,0.25350233488992663,0.12980081959401507,0.030496521490517486,1
810,information_tech,2015-09-30,Accenture plc,ACN,0.298,0.13699999999999998,0.1,0.49200000000000005,0.18,1.17,1.26,1.7380000000000002,0.001,0.4430255402750491,-0.8425961912164788,-0.003692188107267781,-0.6522262334536703,1.808163489534692,3573,0.3786733837111671,-1.2135460397425133,0.10855562982317554,-0.005317660229499021,0.16129914322172936,0.16129914322172936,0.0,0.5138381816040514,0.06711429786716899,0.1563468432885702,0.136719936805007,0.13401592027708573,0.03454457069939843,2
811,information_tech,2015-09-30,Activision Blizzard,ATVI,0.657,0.284,0.203,0.121,0.067,1.085,3.693,0.797,0.29100000000000004,0.18008474576271186,-0.31444759206798867,0.1423512747875354,-0.05691578002820151,0.3317160185515519,1024,0.166015625,-0.43359375,0.22026242202624222,0.1962890625,0.24220262422026242,0.37341363734136374,0.1312110131211013,2.92621359223301,0.894816089481609,0.30372123037212306,0.28393202839320286,0.2406969240696924,0.03764250376425038,2
812,industrials,2015-09-30,ACUITY BRANDS INC,AYI,0.423,0.14400000000000002,0.08199999999999999,0.163,0.092,1.225,2.713,0.77,0.149,0.1036036036036036,-0.9149425287356322,0.0735632183908046,-0.2926470588235294,1.1246364769422517,272,0.08455882352941177,-1.463235294117647,0.1004802364240857,0.11764705882352941,0.2796453638714444,0.2796453638714444,0.0,1.4529750479846448,0.3295160694495752,0.1606944957517547,0.14370151459179903,0.12707794606575545,0.045068341337273735,0
813,information_tech,2015-09-30,ADOBE SYSTEMS INC,ADBE,0.85,0.124,0.07200000000000001,0.047,0.027999999999999997,2.693,2.221,0.6709999999999999,0.17300000000000001,0.0,-1.5106635071090047,0.06872037914691943,-0.19350432539080287,0.3866279069767442,824,0.0,-1.5473300970873787,0.19360902255639098,0.0703883495145631,0.5131578947368421,0.7255639097744361,0.19971804511278196,1.7768456375838926,0.5131578947368421,0.19830827067669174,0.12406015037593984,0.1080827067669173,0.03594924812030075,2
814,consumer_discretionary,2015-09-30,ADVANCE AUTO PARTS INC,AAP,0.455,0.08800000000000001,0.051,0.221,0.062,0.98,1.2830000000000001,2.568,0.17800000000000002,0.03564356435643564,1.1613183000867302,0.060711188204683436,0.5849716033202271,1.216332027424094,495,0.03636363636363636,2.705050505050505,0.0498238550578762,0.1414141414141414,0.3668847508807247,0.3668847508807247,0.0,0.029639175257731958,0.1105183694011072,0.11605435329642677,0.08807247106190237,0.08062405636638148,0.029894313034725718,3
815,information_tech,2015-09-30,ADVANCED MICRO DEVICES INC,AMD,0.326,0.01,-0.11,-33.118,-0.16399999999999998,-0.002,1.933,200.64700000000002,0.662,-0.0,5.536585365853658,0.6951219512195121,80.11764705882354,1.499124854142357,1,0.0,1362.0,0.0001945903872348706,171.0,0.11266783420899007,0.3167931504183693,0.20140105078809106,0.7012383900928792,0.23448141661801908,0.04786923525977817,0.00972951936174353,-0.10838684568982292,0.0011675423234092236,2
816,utilities,2015-09-30,AES CORP,AES,0.184,0.171,0.084,0.18100000000000002,0.035,0.503,1.161,4.164,0.537,0.18369453044375644,4.67543637743486,0.2767518340500885,2.5118238651807556,0.4170329236518672,487,0.3655030800821355,37.950718685831625,0.03073330809036981,2.246406570841889,0.012053515082670706,0.012053515082670706,0.0,0.29155271953813433,0.06689385333838192,0.24946358702511676,0.17139972232740125,0.10475829862425849,0.026063359838445033,4
817,health_care,2015-09-30,AGILENT TECHNOLOGIES INC,A,0.489,0.105,0.09,0.08800000000000001,0.049,0.9229999999999999,3.892,0.7809999999999999,0.223,0.4246575342465753,-0.7261744966442953,0.10067114093959731,-0.1300168228791156,0.5451969778737183,337,0.4599406528189911,-1.6053412462908012,0.0833951992081168,0.22255192878338279,0.29670873546151944,0.3838158871566444,0.08710715169512497,2.3623655913978494,0.6656768126701311,0.18436030685473892,0.10467706013363029,0.06731007176441475,0.003959415986142044,1
818,materials,2015-09-30,AIR PRODUCTS & CHEMICALS INC /DE/,APD,0.292,0.168,0.10300000000000001,0.131,0.059000000000000004,1.218,1.063,1.206,0.332,0.6432015429122468,2.125705683101242,0.041400075272864136,0.7052066425271569,0.5728270710728837,1263,0.5281076801266825,4.471892319873318,0.1247653857552109,0.08709422011084719,0.09661167638051961,0.12357996641311864,0.014225032105107182,0.0736553614251456,0.018077644966907044,0.26247159932826236,0.16803319174157857,0.1420527511607231,0.037538279166255066,5
819,information_tech,2015-09-30,AKAMAI TECHNOLOGIES INC,AKAM,0.685,0.24100000000000002,0.166,0.114,0.085,1.0170000000000001,4.61,0.337,0.153,0.0,-0.13642384105960265,0.011920529801324504,-0.03454057679409792,0.510910458991723,345,0.0,-0.2985507246376812,0.16936671575846834,0.02608695652173913,0.3637702503681885,0.44477172312223856,0.06529209621993128,2.650557620817844,0.47766323024054985,0.3706431026018655,0.24104074619538537,0.23564064801178203,0.06921944035346098,2
820,industrials,2015-09-30,"ALASKA AIR GROUP, INC.",ALK,0.33399999999999996,0.174,0.113,0.284,0.1,0.32799999999999996,0.981,1.851,0.132,0.11239669421487604,-0.3376835236541599,0.01794453507340946,-0.19464033850493653,0.8852242744063324,198,0.3434343434343434,-2.090909090909091,0.036885245901639344,0.1111111111111111,0.0381892697466468,0.17976900149031297,0.0,0.7283064033512866,-0.005961251862891207,0.22839046199701937,0.1736214605067064,0.24124441132637853,0.0912816691505216,0
821,materials,2015-09-30,ALBEMARLE CORP,ALB,0.305,0.12,0.053,0.044000000000000004,0.015,2.445,1.158,2.016,0.41,0.7166666666666667,8.017094017094017,0.1452991452991453,1.1555281798583308,0.2787136294027565,293,0.2935153583617747,12.805460750853243,0.10732600732600732,0.23208191126279865,0.15128205128205127,0.184981684981685,0.0336996336996337,0.17925824175824176,0.08461538461538462,0.17142857142857143,0.12051282051282051,0.07106227106227106,0.00695970695970696,5
822,industrials,2015-09-30,ALCOA INC.,ARNC,0.175,0.069,0.013999999999999999,0.012,0.005,-4.458,1.4380000000000002,1.526,0.237,0.6007462686567164,3.1194096601073347,0.19767441860465115,0.47157054965857614,0.33567968310895807,-1195,-0.13472803347280335,-5.836820083682008,-0.09527985967150375,-0.3698744769874477,0.06139371711050869,0.10596396109073512,0.009807048317652688,0.3438988640527666,0.1905597193430075,0.17828097592090575,0.06888853452399936,0.00900972731621751,0.013873385424972094,0
823,real_estate,2015-09-30,Alexandria Real Estate Equities Inc,ARE,0.6920000000000001,0.314,0.12,0.026000000000000002,0.011000000000000001,0.7390000000000001,0.087,1.314,0.494,3.621212121212121,8.459081836327345,0.1996007984031936,1.1226490066225165,0.09248025638090877,49,4.877551020408164,86.48979591836735,0.06064356435643564,2.0408163265306123,0.07178217821782178,0.3774752475247525,0.0,0.053445850914205346,-1.6064356435643565,0.620049504950495,0.31435643564356436,0.11138613861386139,0.0,6
824,health_care,2015-09-30,ALEXION PHARMACEUTICALS INC,ALXN,0.922,0.41,0.294,0.19899999999999998,0.156,-0.473,4.6080000000000005,0.273,0.039,0.0,-1.8660436137071652,0.02596053997923157,-0.5442156268927922,0.5316515944788196,-311,-0.0,5.778135048231511,-0.13921217547000894,-0.08038585209003216,0.3603401969561325,0.6665174574753805,0.23008057296329454,3.232289950576606,0.9798567591763653,0.43106535362578335,0.41002685765443153,0.28155774395702776,0.17815577439570277,1
825,industrials,2015-09-30,Allegion plc,ALLE,0.40299999999999997,0.154,0.08199999999999999,9.33,0.086,1.307,2.102,107.96799999999999,0.627,0.2,2.5973333333333333,0.144,51.26315789473684,1.0505952380952381,229,0.15283842794759825,4.253275109170306,0.10812086874409821,0.23580786026200873,0.24881964117091596,0.24881964117091596,0.0,0.631236442516269,0.23984891406987724,0.17705382436260622,0.153918791312559,0.12653446647780925,0.039660056657223795,0
826,health_care,2015-09-30,Allergan plc,AGN,0.635,-0.5489999999999999,-0.349,-0.057999999999999996,-0.031,-0.05,1.355,0.862,0.294,-0.0,58.54406130268199,1.5478927203065134,0.5392433653303218,0.08865006254975549,82,0.0,186.34146341463415,0.01753260637160573,4.926829268292683,0.4847124224930511,1.1843061791746847,0.22022664100919392,0.047827743902439025,0.3983322642719692,0.055805003207184095,-0.5488561043403891,-0.6410091939277315,-0.1098995082317725,1
827,information_tech,2015-09-30,ALLIANCE DATA SYSTEMS CORP,ADS,0.40399999999999997,0.18,0.081,0.23,0.025,1.518,2.3609999999999998,8.292,0.496,0.0,5.80779054916986,0.19731800766283525,4.162471395881007,0.30427072558002066,744,0.0,12.224462365591398,0.12044681884409908,0.4153225806451613,0.024607414602557876,0.22389509470616803,0.0,0.16359678499665103,1.3155253359235874,0.2535211267605634,0.17969888295288974,0.1296745993200583,0.04856726566294318,2
828,utilities,2015-09-30,ALLIANT ENERGY CORP,LNT,1.0,0.165,0.11599999999999999,0.10099999999999999,0.032,-0.047,0.893,2.18,0.317,0.6182795698924731,3.9925133689839574,0.1946524064171123,0.9826270071071335,0.2727649006622517,-17,-13.529411764705882,-219.58823529411765,-0.005159332321699545,-10.705882352941176,0.4880121396054628,0.8355083459787557,0.0,0.09579667644183773,-0.03338391502276176,0.283763277693475,0.1644916540212443,0.13019726858877087,0.013353566009104704,4
829,consumer_staples,2015-09-30,"ALTRIA GROUP, INC.",MO,0.434,0.32799999999999996,0.20600000000000002,1.794,0.16399999999999998,1.137,0.8390000000000001,9.974,0.40399999999999997,0.7837476099426386,1.2925712944490084,0.09635019363924421,3.7770919067215365,0.7929622800712522,5947,0.6892550865982848,1.852026231713469,0.2343737684243714,0.13805279973095677,0.10518641128714432,0.1066840072515173,0.0,0.2903913506928582,-0.04161740364152282,0.33581618980058325,0.3275794119965319,0.31583510680223853,0.10967919918026327,7
830,consumer_discretionary,2015-09-30,AMAZON COM INC,AMZN,0.324,0.017,0.003,0.026000000000000002,0.006,27.191999999999997,1.082,3.5239999999999996,0.147,0.0,-0.8112539349422875,0.04892444910807975,-0.497586484312148,1.788849368664414,8919,0.0,-0.6934633927570355,0.08866950997643831,0.04182083193183092,0.30536749281716324,0.30710728026484535,0.0,0.5412462017481336,0.02179208048753815,0.07579508286359073,0.017049916987284638,0.010538141111674471,0.0069889747184029745,3
831,utilities,2015-09-30,AMEREN CORP,AEE,0.6859999999999999,0.207,0.098,0.086,0.027000000000000003,-0.762,0.753,2.252,0.31,0.6587837837837838,3.520366598778004,0.17362525458248473,1.0086068563092634,0.27156893534927545,-451,-0.8647450110864745,-15.330376940133037,-0.0745085081777631,-0.7560975609756098,0.0,0.47860565009086403,0.0,0.0022232103156958646,-0.09169007103915414,0.32446720634396164,0.20716999834792665,0.16025111514951265,0.06228316537254254,4
832,utilities,2015-09-30,AMERICAN ELECTRIC POWER CO INC,AEP,0.612,0.191,0.1,0.09699999999999999,0.027999999999999997,2.767,0.562,2.539,0.33399999999999996,0.6107711138310894,3.842786069651741,0.17134328358208956,1.1476968796433877,0.2750692753379797,4521,0.22074762220747624,4.271178942711789,0.27602417730020146,0.19044459190444593,0.0,0.42090481714390376,0.0,0.0687837328982051,-0.2130166676842298,0.30679528664753647,0.19091519628792966,0.14671225349532938,0.05513157091397521,4
833,real_estate,2015-09-30,AMERICAN TOWER CORP /MA/,AMT,0.735,0.355,0.171,0.10099999999999999,0.027999999999999997,2.452,0.907,2.59,0.613,0.960352422907489,6.014744801512287,0.21172022684310018,2.1577376915773767,0.16388364185870796,1670,0.3916167664670659,9.526347305389221,0.38497003227293686,0.33532934131736525,0.11018902720147533,0.380129091747349,0.0,0.3037608486017358,-0.022130013831258646,0.6097279852466575,0.35523282618718305,0.18487782388197327,0.014061779621945597,6
834,utilities,2015-09-30,"American Water Works Company, Inc.",AWK,1.0,0.336,0.14300000000000002,0.087,0.027000000000000003,0.161,0.594,2.248,0.371,0.5103448275862069,4.165627165627166,0.2079002079002079,1.2005192730177752,0.18630103295622233,70,3.1714285714285713,85.87142857142857,0.0231023102310231,4.285714285714286,0.44521452145214524,0.664026402640264,0.0,0.019543973941368076,-0.16468646864686468,0.4762376237623762,0.335973597359736,0.24059405940594059,0.09504950495049505,4
835,health_care,2015-09-30,AMERISOURCEBERGEN CORP,ABC,0.026000000000000002,0.001,-0.003,-0.275,-0.016,-4.11,0.9420000000000001,16.348,0.13699999999999998,-0.5645161290322581,3.3661971830985915,0.2676056338028169,0.758248730964467,4.832077266408136,1784,0.13733183856502243,0.6698430493273543,0.013506965475469413,0.053251121076233185,0.013734100545124167,0.025030284675953966,0.0,0.12099256523180375,-0.009198970321017566,0.0026877649909145974,0.0009236826165960024,-0.000128709872804361,0.00315717746820109,1
836,industrials,2015-09-30,AMETEK INC/,AME,0.33799999999999997,0.223,0.145,0.18,0.091,1.21,1.686,0.982,0.267,0.1386986301369863,1.2883317261330762,0.07714561234329798,0.4123456790123457,0.6263821834605202,707,0.11456859971711457,1.8896746817538896,0.17578319244157137,0.11315417256011315,0.11511685728493287,0.11511685728493287,0.0,0.40384615384615385,0.15987071108901044,0.25783192441571356,0.2235206364992541,0.20014917951268027,0.05469915464942814,0
837,energy,2015-09-30,ANADARKO PETROLEUM CORP,APC,0.86,0.253,-0.096,-0.07,-0.026000000000000002,-1.706,1.026,1.732,0.248,-0.2885714285714286,0.8883137796181274,0.08879687140556705,0.3460435522896317,0.2685879246149556,2986,0.16912257200267916,2.586403215003349,0.18235114503816793,0.25853985264567986,0.14326717557251908,0.6072671755725191,0.10009160305343512,0.7200508110220832,0.01618320610687023,0.5309312977099236,0.25306870229007633,0.003297709923664122,0.09874809160305344,8
838,information_tech,2015-09-30,ANALOG DEVICES INC,ADI,0.643,0.307,0.217,0.14,0.099,1.4380000000000002,3.923,0.409,0.122,0.6798307475317349,-1.809098294069862,0.020308692120227456,-0.43968410661401774,0.45844428871758935,1020,0.4725490196078431,-2.183333333333333,0.311831244267808,0.024509803921568627,0.1464383980434118,0.3365943136655457,0.1901559156221339,2.9300567107750473,0.9452766738000612,0.376337511464384,0.30663405686334455,0.2580250687863039,0.04127178232956282,2
839,information_tech,2015-09-30,ANSYS INC,ANSS,0.8390000000000001,0.371,0.271,0.11800000000000001,0.095,1.2819999999999998,2.318,0.24600000000000002,0.0,0.0,-1.7697674418604652,-0.004651162790697674,-0.35378893537889355,0.35024244684819095,326,0.0,-2.334355828220859,0.34717784877529284,-0.006134969325153374,0.26624068157614483,0.46751863684771033,0.1757188498402556,1.7139639639639639,0.6230031948881789,0.4579339723109691,0.3706070287539936,0.37273695420660274,0.10223642172523961,2
840,energy,2015-09-30,APACHE CORP,APA,1.0,0.079,-0.6990000000000001,-0.285,-0.14300000000000002,0.45,1.751,0.9890000000000001,0.201,-0.04366028708133971,1.9285714285714286,0.07603092783505154,0.37232114297899566,0.2050328853302831,-3762,-0.09702286018075491,-2.784688995215311,-0.32792887029288703,-0.10978203083466241,0.03948744769874477,0.9210251046025104,0.2178347280334728,0.20987991266375547,0.23980125523012552,0.4735006973500697,0.07897489539748954,-0.5953626220362622,-0.0451534170153417,8
841,real_estate,2015-09-30,APARTMENT INVESTMENT & MANAGEMENT CO,AIV,0.613,0.267,0.36200000000000004,0.233,0.057999999999999996,-0.325,0.27899999999999997,2.985,0.6779999999999999,0.53,7.53394495412844,0.3926605504587156,2.683660130718954,0.16139084795801215,-98,-1.6224489795918366,-41.89795918367347,-0.09959349593495935,-2.183673469387755,0.044715447154471545,0.3465447154471545,0.0,0.06712962962962964,-0.3170731707317073,0.5538617886178862,0.266260162601626,0.047764227642276426,-0.02032520325203252,6
842,information_tech,2015-09-30,APPLE INC,AAPL,0.401,0.305,0.22899999999999998,0.447,0.184,1.183,1.109,1.433,0.222,0.2165224557066337,0.27552220349873313,0.0,0.1904151480876377,0.804956172828876,63165,0.18302857595187208,0.3598036887516821,0.2702650664270586,0.0,0.06130971482360995,0.09582611300087714,0.034516398177267184,0.5160774097506513,0.03751577776351539,0.35293840788995146,0.3047729071732666,0.31027105662880006,0.08181331964144364,2
843,information_tech,2015-09-30,APPLIED MATERIALS INC /DE,AMAT,0.42100000000000004,0.16699999999999998,0.136,0.152,0.09300000000000001,0.711,2.762,0.627,0.14300000000000002,0.38455476753349094,-0.6664935064935065,0.04883116883116883,-0.15363429529397676,0.6866858026054317,902,0.541019955654102,-1.4223946784922394,0.09667738478027867,0.10421286031042129,0.10042872454448017,0.2540192926045016,0.15359056806002144,1.1980712166172107,0.5092175777063237,0.20632368703108253,0.1667738478027867,0.17084673097534833,0.03483386923901393,2
844,consumer_discretionary,2015-09-30,Aptiv PLC,APTV,0.19699999999999998,0.12300000000000001,0.086,0.499,0.127,1.173,1.49,2.929,0.26,0.23951612903225805,0.8873818331278257,0.05425400739827373,0.8107397671798723,1.4716169724770642,1455,0.20412371134020618,1.4838487972508592,0.09448665497759595,0.09072164948453608,0.06773167088771999,0.07383596337424508,0.0,0.14614981665793608,0.121371517631015,0.1579972725501656,0.12331969608416131,0.1030586401714397,0.01604000259757127,3
845,consumer_staples,2015-09-30,ARCHER DANIELS MIDLAND CO,ADM,0.067,0.04,0.032,0.132,0.059000000000000004,2.182,1.679,1.224,0.154,0.2599029911075182,1.270998023715415,0.05854743083003953,0.27429759556432265,1.870094690159415,5398,0.11911819192293442,0.9531307891811782,0.06919536988373434,0.04390515005557614,0.02612452090089859,0.02612452090089859,0.0,0.0910432033719705,0.1238415095307072,0.05189011806027355,0.040468651856789425,0.0442758072579508,0.012511056133109433,7
846,information_tech,2015-09-30,AUTODESK INC,ADSK,0.857,0.02,0.009000000000000001,0.011000000000000001,0.005,2.301,2.117,1.06,0.159,0.0,-5.62621359223301,0.19902912621359223,-0.5076653526062199,0.5549649160110568,55,0.0,-21.072727272727274,0.0210727969348659,0.7454545454545455,0.5203065134099617,0.8367816091954023,0.29693486590038315,1.6473638720829733,0.4954022988505747,0.0789272030651341,0.01992337164750958,0.0026819923371647508,-0.006513409961685823,2
